#, time, obj Fun
x1,0.7006514072418213,1263084.4980361392
x2,0.4523768424987793,1211841.6719269678
x3,0.6180057525634766,1365773.7556476227
x4,0.19942593574523926,1240126.3151514202
x5,0.37798023223876953,1320404.0695024426
x6,0.5454874038696289,1315526.0778694353
x7,0.45749878883361816,1290300.0298611938
x8,0.717212438583374,1213425.3350776737
x9,0.5718021392822266,1043361.3386260079
x10,0.3913857936859131,1185025.8419762598
x11,0.3126053810119629,1216371.646282463
x12,0.40020155906677246,1325949.259022555
x13,0.2667701244354248,1187300.9057717898
x14,0.3760666847229004,1194840.7281782452
x15,0.5119926929473877,1130727.6256437812
x16,0.3479139804840088,1359489.404080163
x17,0.47134852409362793,1320905.8093161322
x18,0.25945520401000977,1147939.1630043958
x19,0.37425661087036133,1055741.4388832126
x20,0.5575051307678223,973866.8634591202
x21,1.7293457984924316,4548128.251403233
x22,3.2881996631622314,5325522.074517509
x23,1.3703317642211914,5350532.434350808
x24,0.9624519348144531,4649961.248763769
x25,1.9667437076568604,6281815.025188678
x26,2.5471787452697754,5142815.368498671
x27,1.0511894226074219,6061794.034413871
x28,0.932499885559082,5126665.742795904
x29,1.438155174255371,5823554.816030892
x30,2.8384058475494385,5635496.1818310805
x31,4.058144569396973,5489506.317501584
x32,3.4448156356811523,5117407.064302341
x33,1.3523836135864258,4672903.786364328
x34,1.0043144226074219,4785086.000877923
x35,1.1359920501708984,4933823.0239456305
x36,1.170867681503296,5708090.301970233
x37,1.0681476593017578,4546046.676594807
x38,1.1529123783111572,5749674.974003378
x39,2.2310631275177,6234110.544102832
x40,5.762613773345947,5265614.637916829
x41,20.805336236953735,6714411.538749135
x42,7.92189621925354,8007336.775814807
x43,16.15378475189209,6126252.374102315
x44,7.085076093673706,7227109.209883771
x45,5.514214038848877,7369134.153814706
x46,9.433794260025024,6354305.288115273
x47,15.022835731506348,7349975.112945015
x48,18.1275053024292,9197631.624671677
x49,11.823393821716309,7550780.2824582
x50,19.261579751968384,7241150.194304849
x51,16.24961829185486,9497807.170670167
x52,6.518629312515259,6888064.993379548
x53,14.464341402053833,7165217.880501965
x54,9.84562611579895,6420673.3654207215
x55,23.44727349281311,7259948.9090167945
x56,16.00015902519226,6105567.427505523
x57,21.110547065734863,8093684.97353342
x58,13.908820867538452,8059016.6865110295
x59,10.799113035202026,9630861.570343755
x60,5.748687982559204,7347402.76903359
x61,79.69990468025208,9563972.097119382
x62,91.74098682403564,13430667.515052492
x63,51.209659814834595,15498820.229292111
x64,107.33386874198914,9427549.448463973
x65,93.86158537864685,8329650.208350686
x66,111.44777727127075,10414501.954401944
x67,73.79881429672241,8883545.15941044
x68,35.56566596031189,13467716.703655366
x69,108.82174110412598,13015816.255500372
x70,134.23451972007751,15067932.17153548
x71,257.4652671813965,11576721.890412895
x72,104.14732909202576,9212263.921678733
x73,59.78108096122742,10765132.434673293
x74,263.0699248313904,8799638.559434015
x75,95.96186447143555,14450471.254191425
x76,59.67601227760315,9503267.755805474
x77,149.3833737373352,14733931.67146634
x78,95.2161033153534,10581006.432180809
x79,165.24813985824585,8821184.316854604
x80,83.47888731956482,15037940.081349038
x81,52.84262728691101,20584907.618661758
x82,88.08234238624573,10909352.428291356
x83,158.8201389312744,19826418.320020262
x84,95.67103576660156,13833023.744557973
x85,161.50750255584717,13283036.981996464
x86,103.13105344772339,12158377.879654227
x87,115.31209826469421,19106348.604005296
x88,223.32358574867249,17335187.888583403
x89,164.65421605110168,18222175.218787614
x90,88.36755919456482,16320737.755712999
x91,213.95777082443237,12907461.011802375
x92,391.66432309150696,21222750.05392697
x93,177.38219094276428,10816503.911053553
x94,124.96864867210388,10689943.76252126
x95,333.41793036460876,14542730.691008413
x96,108.245201587677,10419950.533571312
x97,157.72975206375122,18213212.11947218
x98,242.71667408943176,17374536.28521852
x99,394.4678649902344,11716974.317195
x100,150.90882110595703,14570708.529765703
